Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,Airline,AirTime,ArrDelay,DepDelay,Dest,Distance,TaxiIn,TaxiOut
2,15,5,900,825,1136,1104,United,319,32,35,SAN,2253,2,15
2,15,5,1441,1415,1722,1650,JetBlue,319,32,26,LGB,2277,4,18
2,15,5,843,821,1134,1111,United,326,23,22,SEA,2306,6,19
2,15,5,1805,1752,2107,2042,United,327,25,13,SEA,2306,7,28
2,16,6,1839,1705,1921,1801,United,24,80,94,MDT,94,5,13
2,16,6,1114,845,1155,944,United,33,131,149,ORF,157,3,5
2,16,6,1616,1435,1707,1538,United,33,89,101,PIT,183,7,11
2,16,6,1710,1655,1759,1758,United,33,1,15,ROA,177,5,11
2,16,6,1721,1700,1814,1802,United,35,12,21,ORF,157,3,15
2,16,6,1840,1755,1945,1925,United,44,20,45,LGA,229,5,16
2,16,6,1344,1251,1449,1408,United,48,41,53,ROC,289,4,13
2,16,6,2343,2200,50,2322,United,49,88,103,CLT,321,5,13
2,16,6,1353,1340,1507,1455,JetBlue,52,12,13,JFK,228,2,20
2,16,6,2228,2155,2357,2314,United,53,43,33,BDL,326,4,32
2,16,6,1226,840,1341,958,United,54,223,226,CLE,288,4,17
2,16,6,1354,1215,1510,1328,United,55,102,99,BDL,326,6,15
2,16,6,1343,1233,1451,1403,United,55,48,70,MYR,372,3,10
2,16,6,1222,1215,1339,1343,United,58,-4,7,BOS,413,2,17
2,16,6,849,830,1005,1000,United,58,5,19,BOS,413,3,15
2,16,6,1216,900,1335,1033,JetBlue,58,182,196,BOS,413,3,18
2,16,6,1158,1130,1318,1302,JetBlue,60,16,28,BOS,413,4,16
2,16,6,1441,1435,1605,1609,United,61,-4,6,BOS,413,5,18
2,16,6,54,2203,209,2332,United,62,157,171,GSP,383,4,9
2,16,6,1730,1657,1903,1841,United,69,22,33,DTW,383,5,19
2,16,6,1714,1645,1836,1820,United,69,16,29,BOS,413,5,8
2,16,6,1507,1457,1646,1644,Southwest,80,2,10,ATL,533,8,11
2,16,6,1732,1635,1912,1838,United,81,34,57,ATL,533,5,14
2,16,6,719,710,908,908,Delta,83,0,9,ATL,533,14,12
2,16,6,1302,1251,1448,1438,Southwest,87,10,11,ATL,533,11,8
2,16,6,2151,2145,2243,2254,United,95,-11,6,ORD,589,4,13
2,16,6,2208,2155,2305,2302,United,96,3,13,SPI,657,5,16
2,16,6,1029,1020,1122,1120,Southwest,99,2,9,MDW,577,5,9
2,16,6,745,735,946,950,JetBlue,100,-4,10,MCO,758,8,13
2,16,6,1836,1825,2054,2050,JetBlue,107,4,11,MCO,758,7,24
2,16,6,854,815,1114,1038,United,117,36,39,TPA,810,3,20
2,16,6,1510,1440,1738,1720,JetBlue,128,18,30,FLL,901,4,16
2,16,6,1726,1715,1901,1907,United,140,-6,11,MSY,954,5,10
2,16,6,841,835,1038,1025,Delta,152,13,6,MSP,908,12,13
2,16,6,1925,1800,2351,2244,United,186,67,85,SJU,1571,7,13
2,16,6,825,815,1248,1259,United,186,-11,10,SJU,1571,6,11
2,16,6,1751,1720,1931,1911,United,197,20,31,DEN,1452,9,14
2,16,6,2158,2140,6,2332,United,199,34,18,DEN,1452,4,45
2,16,6,1422,1230,1603,1425,United,203,98,112,DEN,1452,7,11
2,16,6,1243,1225,1533,1510,United,210,23,18,AUS,1297,4,16
2,16,6,1654,1635,1918,1834,United,212,44,19,DEN,1452,8,44
2,16,6,1508,1425,1808,1653,United,214,75,43,IAH,1190,15,11
2,16,6,717,635,1018,855,American,222,83,42,DFW,1172,7,12
2,16,6,1807,1800,2023,2026,United,240,-3,7,ABQ,1628,7,9
2,16,6,1808,1750,2017,2022,United,291,-5,18,LAX,2288,5,13
2,16,6,937,930,1156,1217,United,302,-21,7,LAX,2288,5,12
2,16,6,1803,1710,2024,1949,JetBlue,303,35,53,SAN,2253,3,15
2,16,6,1825,1803,2046,2043,United,307,3,22,SAN,2253,2,12
2,16,6,1814,1801,2042,2051,United,309,-9,13,SEA,2306,4,15
2,16,6,840,820,1126,1116,United,323,10,20,SFO,2419,9,14
2,16,6,738,704,1021,1000,United,325,21,34,SFO,2419,4,14
2,16,6,837,831,1128,1116,United,330,12,6,SEA,2306,6,15
2,17,7,1906,1705,1948,1801,United,22,107,121,MDT,94,3,17
2,17,7,1549,1449,1646,1552,United,37,54,60,PIT,183,5,15
2,17,7,1809,1525,1911,1628,United,44,163,164,RDU,224,3,15
2,17,7,123,2145,237,2250,United,44,227,218,RDU,224,6,24
2,17,7,1726,1655,1832,1808,United,46,24,31,GSO,239,2,18
2,17,7,1934,1730,2036,1843,United,46,113,124,RDU,224,4,12
2,17,7,1740,1710,1855,1833,United,48,22,30,ROC,289,5,22
2,17,7,2220,2210,2326,2313,United,49,13,10,ROA,177,6,11
2,17,7,1814,1659,1928,1837,United,50,51,75,EWR,213,5,19
2,17,7,2325,2155,35,2314,United,51,81,90,BDL,326,5,14
2,17,7,2350,2200,100,2317,United,54,103,110,CLE,288,8,8
2,17,7,2304,2200,29,2329,United,61,60,64,DTW,383,8,16
2,17,7,1715,1705,1840,1826,United,63,14,10,BDL,326,5,17
2,17,7,2353,2200,112,2322,United,64,110,113,CLT,321,2,13
2,17,7,1043,840,1209,1013,United,67,116,123,MHT,418,5,14
2,17,7,1654,1555,1818,1735,JetBlue,67,43,59,BOS,413,5,12
2,17,7,1851,1705,2025,1834,United,70,111,106,GSP,383,7,17
2,17,7,848,830,1020,1003,United,70,17,18,PWM,494,3,19
2,17,7,2245,2200,23,2327,United,71,56,45,CAE,401,11,16
2,17,7,1629,1618,1811,1759,Delta,72,12,11,DTW,383,14,16
2,17,7,1710,1655,1848,1830,United,73,18,15,BOS,413,6,19
2,17,7,1240,1220,1429,1407,Delta,76,22,20,DTW,383,10,23
2,17,7,1245,1235,1430,1421,United,80,9,10,CHS,441,6,19
2,17,7,2207,1839,3,2054,United,89,189,208,ATL,533,16,11
2,17,7,10,2155,154,2339,United,90,135,135,SAV,515,4,10
2,17,7,1916,1724,2211,1930,Delta,90,161,112,ATL,533,72,13
2,17,7,2137,2033,14,2220,Southwest,90,114,64,ATL,533,36,31
2,17,7,1241,1230,1451,1426,Delta,92,25,11,ATL,533,7,31
2,17,7,2237,2145,2325,2254,United,93,31,52,ORD,589,4,11
2,17,7,1319,1251,1513,1438,Southwest,93,35,28,ATL,533,9,12
2,17,7,1650,1640,1752,1738,United,94,14,10,BNA,542,7,21
2,17,7,1728,1709,1925,1829,United,96,56,19,ORD,589,8,73
2,17,7,2019,1748,2230,1935,Southwest,97,175,151,ATL,533,13,21
2,17,7,1700,1645,1751,1740,United,100,11,15,HSV,595,5,6
2,17,7,1255,1216,1358,1329,United,100,29,39,ORD,589,4,19
2,17,7,1827,1735,1932,1835,Southwest,104,57,52,MDW,577,10,11
2,17,7,2200,2135,11,2345,United,112,26,25,MCO,758,4,15
2,17,7,1506,1435,1622,1555,United,115,27,31,ORD,589,7,14
2,17,7,840,745,1056,1010,Southwest,118,46,55,TPA,810,4,14
2,17,7,1223,1215,1445,1434,United,118,11,8,TPA,810,3,21
2,17,7,1746,1715,2028,1929,United,123,59,31,MCO,758,8,31
2,17,7,1850,1700,2115,1921,United,127,114,110,TPA,810,4,14
2,17,7,1759,1740,2036,2026,United,135,10,19,MIA,921,7,15
2,17,7,904,835,1127,948,United,135,99,29,ORD,589,5,63
2,17,7,1532,1440,1804,1720,JetBlue,139,44,52,FLL,901,2,11
2,17,7,1723,1715,1914,1907,United,148,7,8,MSY,954,5,18
2,17,7,2308,2150,106,2343,United,162,83,78,MSY,954,5,11
2,17,7,1911,1845,2141,2106,United,177,35,26,OKC,1136,5,28
2,17,7,1756,1730,1925,1921,United,186,4,26,DEN,1452,8,15
2,17,7,1319,1305,1540,1530,American,186,10,14,DFW,1172,6,9
2,17,7,1716,1700,2002,1930,American,188,32,16,DFW,1172,14,24
2,17,7,1955,1930,2228,2150,American,189,38,25,DFW,1172,9,15
2,17,7,1351,1245,1622,1515,United,191,67,66,IAH,1190,11,9
2,17,7,911,825,1339,1310,United,194,29,46,STT,1605,4,10
2,17,7,1821,1750,2136,2035,United,205,61,31,AUS,1297,2,48
2,17,7,2152,2131,2345,2323,United,207,22,21,DEN,1452,8,18
2,17,7,1745,1739,1953,2005,United,227,-12,6,ABQ,1628,6,15
2,17,7,1731,1550,2001,1837,Delta,247,84,101,SLC,1827,8,15
2,17,7,1759,1750,2011,2022,United,284,-11,9,LAX,2288,12,16
2,17,7,1720,1710,1936,1949,JetBlue,297,-13,10,SAN,2253,3,16
2,17,7,1817,1803,2033,2043,United,301,-10,14,SAN,2253,2,13
2,17,7,1515,1436,1741,1737,United,309,4,39,SFO,2419,6,11
2,17,7,2257,2145,128,39,United,313,49,72,SFO,2419,5,13
2,17,7,1751,1720,2020,1955,American,313,25,31,LAX,2288,4,12
2,17,7,1600,1545,1835,1824,United,314,11,15,SAN,2253,3,18
2,17,7,1952,1850,2230,2145,JetBlue,314,45,62,OAK,2408,7,17
2,17,7,1819,1730,2054,2024,United,318,30,49,SMF,2358,4,13
2,17,7,1658,1614,1938,1925,United,319,13,44,SFO,2419,7,14
2,17,7,2151,2135,46,20,United,323,26,16,LAX,2288,6,26
2,18,1,1533,1315,1629,1411,United,24,138,138,MDT,94,5,27
2,18,1,1828,1705,1910,1801,United,26,69,83,MDT,94,4,12
2,18,1,1754,1745,1928,1858,United,28,30,9,PHL,134,5,61
2,18,1,2307,2210,9,2312,United,37,57,57,PIT,183,5,20
2,18,1,957,822,1053,914,United,40,99,95,MDT,94,3,13
2,18,1,1753,1450,1909,1624,United,42,165,183,EWR,213,8,26
2,18,1,1942,1915,2054,2048,United,42,6,27,EWR,213,8,22
2,18,1,1326,1225,1438,1345,United,43,53,61,SYR,296,5,24
2,18,1,1743,1710,1852,1833,United,44,19,33,ROC,289,6,19
2,18,1,1819,1730,1917,1843,United,45,34,49,RDU,224,3,10
2,18,1,2031,1940,2216,2110,JetBlue,45,66,51,JFK,228,3,57
2,18,1,2220,2155,2331,2314,United,46,17,25,BDL,326,4,21
2,18,1,1410,1340,1700,1455,JetBlue,46,125,30,JFK,228,9,115
2,18,1,2220,1755,2335,1925,United,49,250,265,LGA,229,6,20
2,18,1,2221,2200,2343,2317,United,50,26,21,CLE,288,10,22
2,18,1,1149,1100,1318,1212,United,51,66,49,EWR,213,8,30
2,18,1,1746,1720,1906,1847,United,52,19,26,CLE,288,8,20
2,18,1,1824,1705,1941,1836,United,55,65,79,PVD,372,5,17
2,18,1,1034,840,1148,1013,United,56,95,114,MHT,418,4,14
2,18,1,1225,1215,1340,1337,United,57,3,10,PVD,372,4,14
2,18,1,942,850,1101,1021,American,57,40,52,CLT,321,5,17
2,18,1,2151,2055,2322,2224,JetBlue,59,58,56,BOS,413,5,27
2,18,1,1446,1435,1611,1609,United,64,2,11,BOS,413,8,13
2,18,1,1511,1215,1633,1328,United,68,185,176,BDL,326,5,9
2,18,1,1234,1220,1421,1407,Delta,70,14,14,DTW,383,14,23
2,18,1,2208,2200,2350,2329,United,71,21,8,DTW,383,9,22
2,18,1,836,820,1152,933,United,72,139,16,LGA,229,5,119
2,18,1,2142,2020,2331,2147,United,73,104,82,CAE,401,3,33
2,18,1,1649,1618,1846,1759,Delta,73,47,31,DTW,383,10,34
2,18,1,1809,1653,2025,1828,United,77,117,76,BOS,413,9,50
2,18,1,1551,1220,1735,1349,United,78,226,211,GSP,383,2,24
2,18,1,1144,1130,1327,1302,JetBlue,80,25,14,BOS,413,4,19
2,18,1,1050,757,1300,943,United,81,197,173,CHS,441,11,38
2,18,1,1759,1640,1953,1826,United,86,87,79,CHS,441,3,25
2,18,1,1030,1020,1112,1120,Southwest,90,-8,10,MDW,577,4,8
2,18,1,1655,1520,1740,1620,Southwest,90,80,95,MDW,577,6,9
2,18,1,1121,1048,1310,1240,Delta,91,30,33,ATL,533,8,10
2,18,1,1856,1839,2056,2054,United,92,2,17,ATL,533,9,19
2,18,1,1952,1945,2046,2045,Southwest,94,1,7,MDW,577,9,11
2,18,1,1246,1230,1439,1426,Delta,95,13,16,ATL,533,7,11
2,18,1,2040,2033,2240,2220,Southwest,95,20,7,ATL,533,12,13
2,18,1,1715,1640,1825,1738,United,97,47,35,BNA,542,6,27
2,18,1,906,835,1106,1032,United,98,34,31,ATL,533,4,18
2,18,1,1311,1251,1510,1438,Southwest,98,32,20,ATL,533,10,11
2,18,1,1734,1724,1938,1930,Delta,99,8,10,ATL,533,8,17
2,18,1,1800,1748,1959,1935,Southwest,99,24,12,ATL,533,7,13
2,18,1,1731,1709,1856,1829,United,103,27,22,ORD,589,5,37
2,18,1,1232,1218,1335,1331,United,104,4,14,ORD,589,5,14
2,18,1,1710,1645,1840,1740,United,105,60,25,HSV,595,2,43
2,18,1,2211,2155,2315,2302,United,106,13,16,SPI,657,8,10
2,18,1,741,735,1005,950,JetBlue,122,15,6,MCO,758,8,14
2,18,1,1939,1825,2205,2050,JetBlue,124,75,74,MCO,758,6,16
2,18,1,1757,1714,1932,1910,Delta,125,22,43,MSP,908,6,24
2,18,1,1744,1715,2015,1929,United,130,46,29,MCO,758,6,15
2,18,1,1552,1240,1841,1453,United,131,228,192,MCO,758,8,30
2,18,1,1438,1345,1708,1605,Southwest,134,63,53,MCO,758,5,11
2,18,1,2159,2135,39,2345,United,137,54,24,MCO,758,5,18
2,18,1,1720,1700,1958,1921,United,139,37,20,TPA,810,5,14
2,18,1,807,800,1053,1038,JetBlue,147,15,7,FLL,901,2,17
2,18,1,1730,1700,2015,1940,United,148,35,30,FLL,901,4,13
2,18,1,1606,1440,1911,1720,JetBlue,160,111,86,FLL,901,5,20
2,18,1,1948,1845,2200,2106,United,164,54,63,OKC,1136,5,23
2,18,1,1739,1715,1951,1907,United,175,44,24,MSY,954,8,9
2,18,1,1745,1727,1920,1918,United,190,2,18,DEN,1452,7,18
2,18,1,1941,1930,2212,2150,American,194,22,11,DFW,1172,9,8
2,18,1,1641,1635,1815,1834,United,196,-19,6,DEN,1452,9,9
2,18,1,1044,750,1514,1230,American,197,164,174,SJU,1571,3,10
2,18,1,844,835,1028,1031,United,201,-3,9,DEN,1452,12,11
2,18,1,1451,1225,1759,1510,United,203,169,146,AUS,1297,30,15
2,18,1,856,830,1149,1103,United,208,46,26,IAH,1190,10,15
2,18,1,1830,1750,2140,2035,United,212,65,40,AUS,1297,10,28
2,18,1,821,815,1328,1259,United,214,29,6,SJU,1571,18,15
2,18,1,1751,1739,1959,2005,United,227,-6,12,ABQ,1628,6,15
2,18,1,1834,1800,25,2244,United,241,101,34,SJU,1571,7,43
2,18,1,1711,1550,1958,1837,Delta,254,81,81,SLC,1827,6,27
2,18,1,2025,1955,2226,2210,JetBlue,278,16,30,LAS,2066,8,15
2,18,1,1809,1750,2034,2022,United,291,12,19,LAX,2288,5,29
2,18,1,1745,1720,2014,1955,American,302,19,25,LAX,2288,15,12
2,18,1,1449,1435,1711,1722,United,305,-11,14,LAX,2288,3,14
2,18,1,1738,1730,2012,2024,United,307,-12,8,SMF,2358,5,22
2,18,1,831,821,1109,1111,United,309,-2,10,SEA,2306,9,20
2,18,1,1755,1710,2037,1949,JetBlue,309,48,45,SAN,2253,3,30
2,18,1,1941,1928,2211,2215,United,310,-4,13,LAX,2288,8,12
2,18,1,811,805,1044,1112,JetBlue,311,-28,6,OAK,2408,5,17
2,18,1,2008,1850,2242,2145,JetBlue,313,57,78,OAK,2408,5,16
2,18,1,1557,1444,1832,1723,United,317,69,73,SAN,2253,1,17
2,18,1,2136,2130,35,15,United,327,20,6,LAX,2288,16,16
2,19,2,2227,2215,2316,2300,United,24,16,12,MDT,94,4,21
2,19,2,2323,2210,22,2312,United,36,70,73,PIT,183,11,12
2,19,2,1733,1435,1841,1538,United,38,183,178,PIT,183,8,22
2,19,2,1312,1235,1411,1338,United,40,33,37,PIT,183,4,15
2,19,2,905,815,1003,945,United,43,18,50,SYR,296,3,12
2,19,2,1609,1450,1714,1624,United,45,50,79,EWR,213,7,13
2,19,2,1945,1755,2121,1925,United,46,116,110,LGA,229,3,47
2,19,2,1344,1225,1509,1345,United,46,84,79,SYR,296,4,35
2,19,2,1419,1340,1533,1455,JetBlue,48,38,39,JFK,228,2,24
2,19,2,2013,1915,2119,2048,United,49,31,58,EWR,213,6,11
2,19,2,2331,2155,38,2314,United,50,84,96,BDL,326,5,12
2,19,2,2334,2200,45,2322,United,51,83,94,CLT,321,5,15
2,19,2,1742,1705,1851,1836,United,51,15,37,PVD,372,4,14
2,19,2,1152,845,1255,1005,United,51,170,187,BDL,326,3,9
2,19,2,1840,1720,1958,1847,United,57,71,80,CLE,288,5,16
2,19,2,1011,850,1200,1021,American,58,99,81,CLT,321,4,47
2,19,2,2125,2055,2240,2224,JetBlue,60,16,30,BOS,413,4,11
2,19,2,1354,1233,1518,1403,United,63,75,81,MYR,372,2,19
2,19,2,1730,1655,1858,1822,United,67,36,35,CAE,401,2,19
2,19,2,2212,2200,2338,2329,United,67,9,12,DTW,383,3,16
2,19,2,959,905,1137,1041,United,68,56,54,DTW,383,9,21
2,19,2,1722,1640,1903,1826,United,70,37,42,CHS,441,8,23
2,19,2,1624,1435,1800,1609,United,71,111,109,BOS,413,12,13
2,19,2,711,700,856,831,American,72,25,11,CLT,321,5,28
2,19,2,831,815,1005,942,United,75,23,16,CAE,401,2,17
2,19,2,2212,2155,2352,2339,United,85,13,17,SAV,515,4,11
2,19,2,1239,1218,1423,1402,United,86,21,21,SAV,515,3,15
2,19,2,2047,2033,2230,2220,Southwest,86,10,14,ATL,533,8,9
2,19,2,1724,1645,1939,1829,United,87,70,39,SAV,515,3,45
2,19,2,1852,1635,2042,1838,United,91,124,137,ATL,533,7,12
2,19,2,1334,1251,1529,1438,Southwest,92,51,43,ATL,533,9,14
2,19,2,704,655,757,750,Southwest,94,7,9,MDW,577,4,15
2,19,2,816,710,1022,908,Delta,95,74,66,ATL,533,9,22
2,19,2,749,742,905,855,United,98,10,7,ORD,589,4,34
2,19,2,926,835,1024,948,United,99,36,51,ORD,589,7,12
2,19,2,1225,1210,1321,1305,United,102,16,15,HSV,595,3,11
2,19,2,1304,1219,1523,1423,United,107,60,45,JAX,631,3,29
2,19,2,1610,815,1819,1019,United,111,480,475,JAX,631,3,15
2,19,2,1951,1945,2215,2155,United,115,20,6,MCO,758,6,23
2,19,2,1409,1240,1636,1453,United,123,103,89,MCO,758,9,15
2,19,2,1124,1051,1342,1304,United,124,38,33,MCO,758,4,10
2,19,2,1415,1345,1636,1605,Southwest,125,31,30,MCO,758,5,11
2,19,2,749,735,1015,950,JetBlue,126,25,14,MCO,758,6,14
2,19,2,1352,1228,1623,1447,United,134,96,84,TPA,810,4,13
2,19,2,1730,1640,2008,1920,JetBlue,137,48,50,FLL,901,3,18
2,19,2,1847,1700,2141,1940,United,145,121,107,FLL,901,6,23
2,19,2,959,920,1243,1206,United,149,37,39,MIA,921,4,11
2,19,2,809,800,1100,1038,JetBlue,152,22,9,FLL,901,4,15
2,19,2,2059,1845,2317,2106,United,179,131,134,OKC,1136,3,16
2,19,2,1740,1727,1920,1918,United,200,2,13,DEN,1452,7,13
2,19,2,1310,1228,1451,1423,United,205,28,42,DEN,1452,5,11
2,19,2,1651,1635,1843,1834,United,213,9,16,DEN,1452,7,12
2,19,2,1744,1730,2041,2040,United,282,1,14,TUS,1933,3,12
2,19,2,1412,1235,1623,1453,United,296,90,97,LAS,2066,4,11
2,19,2,1757,1750,2052,2022,United,308,30,7,LAX,2288,6,41
2,19,2,1527,1245,1756,1535,United,312,141,162,SEA,2306,3,14
2,19,2,827,820,1116,1102,United,316,14,7,LAX,2288,14,19
2,19,2,1319,1235,1557,1517,United,321,40,44,LAX,2288,5,12
2,19,2,1727,1710,2016,1949,JetBlue,324,27,17,SAN,2253,3,22
2,19,2,1522,1444,1801,1723,United,326,38,38,SAN,2253,2,11
2,19,2,1559,1436,1859,1737,United,334,82,83,SFO,2419,5,21
2,19,2,951,909,1250,1205,United,337,45,42,SFO,2419,9,13
2,20,3,846,822,941,914,United,24,27,24,MDT,94,3,28
2,20,3,2053,1745,2147,1858,United,32,169,188,PHL,134,6,16
2,20,3,1605,1450,1703,1624,United,36,39,75,EWR,213,7,15
2,20,3,1303,1235,1430,1338,United,37,52,28,PIT,183,13,37
2,20,3,1255,815,1420,945,United,37,275,280,SYR,296,12,36
2,20,3,1746,1659,1849,1837,United,39,12,47,EWR,213,7,17
2,20,3,2018,1915,2118,2048,United,39,30,63,EWR,213,8,13
2,20,3,1825,1655,1955,1758,United,40,117,90,ROA,177,10,40
2,20,3,2158,2145,2302,2250,United,40,12,13,RDU,224,7,17
2,20,3,1116,716,1241,830,United,45,251,240,LGA,229,5,35
2,20,3,1305,1225,1434,1345,United,46,49,40,SYR,296,17,26
2,20,3,1108,1100,1218,1212,United,48,6,8,EWR,213,9,13
2,20,3,1951,1940,2105,2110,JetBlue,48,-5,11,JFK,228,9,17
2,20,3,2201,2155,2310,2314,United,49,-4,6,BDL,326,3,17
2,20,3,1248,1215,1415,1328,United,50,47,33,BDL,326,10,27
2,20,3,1816,1710,1956,1833,United,51,83,66,ROC,289,7,42
2,20,3,2226,2200,2342,2317,United,52,25,26,CLE,288,6,18
2,20,3,1739,1705,1950,1836,United,54,74,34,PVD,372,3,74
2,20,3,1501,1340,1615,1455,JetBlue,54,80,81,JFK,228,3,17
2,20,3,1423,1233,1541,1403,United,60,98,110,MYR,372,5,13
2,20,3,2155,2020,2315,2147,United,61,88,95,CAE,401,4,15
2,20,3,1804,1655,1957,1822,United,62,95,69,CAE,401,6,45
2,20,3,915,815,1036,942,United,66,54,60,CAE,401,2,13
2,20,3,1732,1705,1923,1834,United,66,49,27,GSP,383,2,43
2,20,3,1723,1650,1919,1825,United,67,54,33,CLT,321,4,45
2,20,3,2123,2055,2249,2224,JetBlue,67,25,28,BOS,413,4,15
2,20,3,2241,2215,23,2358,United,70,25,26,CHS,441,10,22
2,20,3,930,905,1117,1041,United,72,36,25,DTW,383,6,29
2,20,3,643,601,829,741,Delta,80,48,42,DTW,383,11,15
2,20,3,1323,1218,1514,1402,United,81,72,65,SAV,515,3,27
2,20,3,1535,1526,1713,1719,Delta,81,-6,9,ATL,533,6,11
2,20,3,1848,1839,2109,2054,United,87,15,9,ATL,533,34,20
2,20,3,1424,1251,1617,1438,Southwest,93,99,93,ATL,533,6,14
2,20,3,1721,1640,1911,1738,United,98,93,41,BNA,542,4,68
2,20,3,1700,1645,1802,1740,United,98,22,15,HSV,595,7,17
2,20,3,1710,1645,1840,1756,United,102,44,25,BHM,638,7,41
2,20,3,1540,1210,1717,1305,United,103,252,210,HSV,595,2,52
2,20,3,1538,1520,1636,1620,Southwest,104,16,18,MDW,577,4,10
2,20,3,1954,1945,2055,2045,Southwest,106,10,9,MDW,577,6,9
2,20,3,1336,1132,1546,1348,Southwest,113,118,124,MCO,758,6,11
2,20,3,1405,1345,1612,1605,Southwest,114,7,20,MCO,758,5,8
2,20,3,2258,2155,20,2302,United,114,78,63,SPI,657,2,26
2,20,3,1923,1915,2135,2145,Southwest,116,-10,8,TPA,810,5,11
2,20,3,1509,1440,1742,1720,JetBlue,136,22,29,FLL,901,2,15
2,20,3,1752,1740,2047,2026,United,142,21,12,MIA,921,14,19
2,20,3,1324,1304,1518,1457,United,154,21,20,MSY,954,5,15
2,20,3,948,920,1208,1145,American,175,23,28,DFW,1172,15,10
2,20,3,1715,1700,2006,1930,American,181,36,15,DFW,1172,33,17
2,20,3,1811,1800,2258,2244,United,193,14,11,SJU,1571,12,22
2,20,3,815,750,1302,1230,American,200,32,25,SJU,1571,6,21
2,20,3,1805,1727,1949,1918,United,203,31,38,DEN,1452,7,14
2,20,3,846,835,1046,1031,United,216,15,11,DEN,1452,10,14
2,20,3,1008,1000,1205,1159,United,216,6,8,DEN,1452,10,11
2,20,3,1820,1747,2148,2020,United,217,88,33,IAH,1190,20,31
2,20,3,1809,1739,2038,2005,United,243,33,30,ABQ,1628,7,19
2,20,3,1342,1250,1550,1515,Southwest,298,35,52,LAS,2066,3,7
2,20,3,1846,1750,2114,2022,United,301,52,56,LAX,2288,11,16
2,20,3,2000,1928,2231,2215,United,310,16,32,LAX,2288,10,11
2,20,3,1827,1810,2101,2102,United,311,-1,17,PDX,2327,5,18
2,20,3,1738,1720,2013,1955,American,315,18,18,LAX,2288,8,12
2,20,3,1811,1752,2107,2042,United,320,25,19,SEA,2306,9,27
2,20,3,1827,1803,2101,2043,United,320,18,24,SAN,2253,2,12
2,20,3,1252,1245,1556,1535,United,323,21,7,SEA,2306,5,36
2,20,3,1902,1850,2148,2156,United,325,-8,12,SJC,2400,5,16
2,20,3,1927,1920,2215,2214,United,327,1,7,SFO,2419,6,15
2,20,3,1427,1415,1718,1650,JetBlue,334,28,12,LGB,2277,5,12
2,21,4,1723,1705,1834,1801,United,25,33,18,MDT,94,4,42
2,21,4,846,822,930,914,United,27,16,24,MDT,94,3,14
2,21,4,1757,1745,1854,1858,United,32,-4,12,PHL,134,5,20
2,21,4,1938,1915,2046,2048,United,38,-2,23,EWR,213,9,21
2,21,4,2223,2210,4,2312,United,41,52,13,PIT,183,7,53
2,21,4,831,825,930,934,United,43,-4,6,RDU,224,5,11
2,21,4,1736,1730,1844,1843,United,47,1,6,RDU,224,5,16
2,21,4,856,820,1012,933,United,47,39,36,LGA,229,12,17
2,21,4,1346,1340,1613,1455,JetBlue,50,78,6,JFK,228,8,89
2,21,4,2255,2200,135,2322,United,59,133,55,CLT,321,3,98
2,21,4,2238,2140,2356,2314,United,59,42,58,BOS,413,5,14
2,21,4,1250,1233,1419,1403,United,64,16,17,MYR,372,3,22
2,21,4,910,840,1034,1009,United,65,25,30,BOS,413,4,15
2,21,4,1227,1220,1402,1349,United,66,13,7,GSP,383,3,26
2,21,4,2316,2200,131,2329,United,67,122,76,DTW,383,7,61
2,21,4,1749,1657,1932,1841,United,68,51,52,DTW,383,9,26
2,21,4,1753,1650,1921,1825,United,69,56,63,CLT,321,3,16
2,21,4,1706,1653,1830,1828,United,70,2,13,BOS,413,5,9
2,21,4,2206,2020,47,2147,United,71,180,106,CAE,401,3,87
2,21,4,1511,1435,1648,1609,United,72,39,36,BOS,413,5,20
2,21,4,1725,1640,1915,1826,United,82,49,45,CHS,441,9,19
2,21,4,2041,2033,2231,2220,Southwest,89,11,8,ATL,533,12,9
2,21,4,1314,1251,1509,1438,Southwest,95,31,23,ATL,533,10,10
2,21,4,1239,1219,1436,1423,United,97,13,20,JAX,631,3,17
2,21,4,1913,1839,2125,2054,United,97,31,34,ATL,533,10,25
2,21,4,815,742,917,855,United,102,22,33,ORD,589,8,12
2,21,4,1807,1724,2027,1930,Delta,102,57,43,ATL,533,19,19
2,21,4,1559,1520,1703,1620,Southwest,105,43,39,MDW,577,3,16
2,21,4,1721,1645,1834,1756,United,108,38,36,BHM,638,4,21
2,21,4,1343,1218,1452,1331,United,108,81,85,ORD,589,2,19
2,21,4,1742,1735,1851,1835,Southwest,116,16,7,MDW,577,2,11
2,21,4,1533,1345,1745,1605,Southwest,118,100,108,MCO,758,5,9
2,21,4,1450,1435,1627,1555,United,120,32,15,ORD,589,9,28
2,21,4,1734,1715,2004,1929,United,122,35,19,MCO,758,10,18
2,21,4,1639,1630,1906,1846,Southwest,123,20,9,MCO,758,7,17
2,21,4,1941,1915,2156,2145,Southwest,124,11,26,TPA,810,3,8
2,21,4,609,600,831,835,American,130,-4,9,MIA,921,3,9
2,21,4,1447,1440,1733,1720,JetBlue,138,13,7,FLL,901,2,26
2,21,4,1824,1700,2103,1940,United,142,83,84,FLL,901,5,12
2,21,4,2243,2150,51,2343,United,167,68,53,MSY,954,3,18
